,Date,Open,High,Low,Close,Adj Close,Volume,target,7natr,14natr,21natr,7upper,7middle,7lower,14upper,14middle,14lower,21upper,21middle,21lower,slow_k,slow_d,prev_close,price_change,pct_change
0,2012-09-04,95.108574,96.44857,94.928574,96.424286,87.12114,91973000,0,,,,,,,,,,,,,,,,,
1,2012-09-05,96.510002,96.621429,95.657143,95.747147,86.509338,84093800,1,,,,,,,,,,,,,,,96.424286,-0.6771389999999968,-0.0070224943122730865
2,2012-09-06,96.167145,96.898575,95.828575,96.610001,87.288956,97799100,1,,,,,,,,,,,,,,,95.747147,0.8628539999999987,0.009011798544765082
3,2012-09-07,96.864288,97.497147,96.538574,97.205711,87.827171,82416600,0,,,,,,,,,,,,,,,96.610001,0.5957099999999969,0.006166131806581765
4,2012-09-10,97.207146,97.612854,94.585716,94.677139,85.542564,121999500,0,,,,,,,,,,,,,,,97.205711,-2.528571999999997,-0.02601258685305019
5,2012-09-11,95.015717,95.728569,93.785713,94.370003,85.265068,125995800,1,,,,,,,,,,,,,,,94.677139,-0.30713599999999985,-0.003244035500481246
6,2012-09-12,95.264282,95.699997,93.714287,95.684288,86.452538,178058300,1,,,,97.72058097189638,95.81693928571428,93.91329759953219,,,,,,,,,94.370003,1.3142849999999981,0.013926936083704433
7,2012-09-13,96.767143,97.928574,96.395714,97.568573,88.155037,149590000,1,1.7971648953573818,,,98.22973065379867,95.98040885714285,93.73108706048703,,,,,,,,,95.684288,1.8842850000000055,0.019692731579922462
8,2012-09-14,98.565712,99.568573,98.269997,98.754288,89.226341,150118500,1,1.8112499374121707,,,99.35736602527348,96.41000042857141,93.46263483186934,,,,,,,76.02660269106062,50.461597101938544,97.568573,1.1857150000000019,0.012152632385020068
9,2012-09-17,99.907143,99.971428,99.230003,99.968575,90.323479,99507800,1,1.7075740162133108,,,100.76013877022557,96.8897967142857,93.01945465834582,,,,,,,92.50093298674354,73.64873736219145,98.754288,1.2142869999999988,0.01229604328674827
10,2012-09-18,99.982857,100.332855,99.488571,100.272858,90.598404,93375800,1,1.5794771939000247,,,101.87709532240667,97.32796057142856,92.77882582045045,,,,,,,95.04623259427031,87.85792275735815,99.968575,0.3042829999999981,0.003043786509910662
11,2012-09-19,100.03714,100.57,99.938568,100.300003,90.622932,81718700,0,1.4434059592045685,,,102.50681637385176,98.13122685714286,93.75563734043396,,,,,,,97.52660291377406,95.02458949826263,100.272858,0.027145000000004416,0.0002707113424453844
12,2012-09-20,99.879997,100.008568,99.08857,99.814285,90.18409,84142100,1,1.4166094737564963,,,102.11225528313476,98.90898142857144,95.70570757400812,,,,,,,86.58942452978341,93.05408667927593,100.300003,-0.48571800000000565,-0.004842651899023442
13,2012-09-21,100.344284,100.724289,99.908569,100.012856,90.363457,142897300,0,1.3418097404874567,,,101.39434500296873,99.5273482857143,97.66035156845986,101.83410235747844,97.67214378571428,93.51018521395012,,,,72.39372453316246,85.50325065890665,99.814285,0.19857100000000116,0.0019894046227952877
14,2012-09-24,98.122856,99.302856,97.571426,98.684288,89.163078,159941600,0,1.5190322989969445,1.5583606813448772,,100.95075533378245,99.68673614285716,98.42271695193186,101.96460850550744,97.83357249999999,93.70253649449253,,,,52.98204840648932,70.65506582314507,100.012856,-1.3285680000000042,-0.013283972212532413
15,2012-09-25,98.322861,98.968575,96.14286,96.220001,86.936554,129697400,0,1.754905741260741,1.693875465451218,,102.053099188462,99.32469514285717,96.59629109725233,101.93687129293662,97.86734778571427,93.79782427849193,,,,31.1623507442078,52.17937456128652,98.684288,-2.464286999999999,-0.02497142199576896
16,2012-09-26,95.534286,96.098572,94.457146,95.025711,85.857506,144125800,1,1.7881291292598327,1.7251621110768132,,102.5901666748305,98.61857171428574,94.64697675374097,102.03965035939939,97.7541842142857,93.46871806917201,,,,15.350934522740479,33.1651112244792,96.220001,-1.1942899999999952,-0.012412076362377067
17,2012-09-27,94.898575,97.452858,94.335716,97.331429,87.94075,148522500,0,1.9538889880594907,1.7927449801729636,,101.99970673611644,98.19836757142858,94.39702840674072,102.04452034712091,97.76316407142856,93.48180779573622,,,,19.215890493933514,21.90972525362726,95.025711,2.305717999999999,0.024264148889135972
18,2012-09-28,96.964287,97.30143,95.25,95.300003,86.105347,133777700,0,2.022472944714785,1.856182297876547,,101.3162786289742,97.48408185714288,93.65188508531156,101.9711330119945,97.80765435714285,93.64417570229121,,,,25.12573996410195,19.897521660258647,97.331429,-2.031425999999996,-0.020871223415408813
19,2012-10-01,95.879997,96.678574,93.785713,94.19857,85.110161,135898700,1,2.1925358105488173,1.963110193127411,,100.57759230325371,96.68183685714288,92.78608141103206,102.00006250355906,97.79540914285714,93.59075578215521,,,,24.75695829855263,23.032862918862694,95.300003,-1.101433,-0.011557533739007364
20,2012-10-02,94.544289,95.192856,92.949997,94.472855,85.358002,156998100,1,2.213014110417429,1.9871725876672939,,98.9102463423414,95.89040814285717,92.87056994337294,102.12814097512776,97.70887821428572,93.28961545344367,101.25071209418162,97.0782319047619,92.90575171534219,20.399640851749805,23.427446371468125,94.19857,0.2742849999999919,0.0029117745630320435
21,2012-10-03,94.980003,95.980003,94.66143,95.921425,86.666817,106070300,0,2.0926851132856448,1.9295965276867215,1.8844793811085225,97.50479278862576,95.49571342857145,93.48663406851713,102.10583923067618,97.59122478571429,93.0766103407524,101.24722505913455,97.05428614285714,92.86134722657972,35.925125562035994,27.027241570779477,94.472855,1.4485700000000037,0.015333187506612278
22,2012-10-04,95.89286,96.321426,95.078575,95.257141,86.066612,92681400,0,1.9926292062988193,1.8974584442665188,1.8693881850065437,97.28000357668499,95.35816200000002,93.43632042331505,101.95686105542745,97.34142857142857,92.72599608742968,101.25804321035554,97.03095252380952,92.8038618372635,50.943297461830106,35.75602129187197,95.921425,-0.664283999999995,-0.006925293280411471
23,2012-10-05,95.028572,95.14286,93.040001,93.227142,84.23246,148501500,0,2.0849032012445297,1.970163570553285,1.9323850673168859,97.54279009557881,95.10122357142859,92.65965704727837,101.68059725694776,96.85989764285713,92.0391980287665,101.39609204872413,96.86986399999999,92.34363595127586,42.14770064056561,43.005374554810565,95.257141,-2.0299990000000037,-0.0213107277700052
24,2012-10-08,92.41143,92.508568,90.872856,91.167145,82.371223,159498500,0,2.1963520188144066,2.0552312743944694,2.0049220172091693,97.19737855222972,94.22061157142859,91.24384459062746,101.45145517099381,96.20948957142855,90.96752397186329,101.71349157420437,96.58231323809522,91.45113490198608,21.951512929286338,38.347503677227344,93.227142,-2.0599969999999956,-0.02209653707929815
25,2012-10-09,91.235718,91.498573,89.078575,90.835716,82.071747,209649300,1,2.2700489590016297,2.1056885494061444,2.0432806749882895,97.20440350389737,93.58285628571431,89.96130906753126,100.92978532744701,95.53346907142854,90.13715281541008,102.03800015788563,96.39938833333333,90.76077650878103,12.364853961741296,25.488022510531078,91.167145,-0.331429,-0.0036353995729492272
26,2012-10-10,91.391426,92.139999,91.0,91.558571,82.724876,127589000,0,2.1338993644622555,2.041597700151033,1.998453022533881,97.03606443899106,93.2057135714286,89.37536270386614,100.14066680732122,94.9437752142857,89.74688362125016,102.21541132891035,96.26551061904762,90.31560990918489,21.30072343546797,18.539030108831863,90.835716,0.7228549999999956,0.007957827953929408
27,2012-10-11,92.35714,92.457146,89.728569,89.728569,81.071426,136520300,1,2.3007775798774923,2.1516420609227245,2.0869117791801517,96.86679970443933,92.52795842857145,88.18911715270357,99.23696125070299,94.20918328571426,89.18140532072553,102.55112078209109,95.98190495238094,89.4126891226708,23.07311653603861,18.912897977749285,91.558571,-1.8300020000000075,-0.019987227629404636
28,2012-10-12,89.937141,90.76857,89.328575,89.958572,81.279243,115003700,1,2.195728780224592,2.1071829920050695,2.0586786652043187,95.29760255749085,91.67612228571431,88.05464201393778,98.39892482945582,93.58591785714283,88.77291088482984,102.62383469078196,95.61952395238094,88.61521321397993,23.538313738536317,22.63738457001429,89.728569,0.23000300000001062,0.0025633196044840822
29,2012-10-15,90.335716,90.732857,89.121429,90.68,81.931084,108125500,1,2.12094422050828,2.068035200504934,2.029669302084216,93.17725708755702,91.02224500000001,88.867232912443,97.98279698396885,93.19020349999998,88.39761001603111,102.39357348162616,95.23503404761904,88.07649461361191,27.924604569920927,24.845344948165277,89.958572,0.7214280000000031,0.00801955815839328
30,2012-10-16,90.767143,92.900002,90.14286,92.827141,83.871056,137442900,0,2.200214777231009,2.088056810702468,2.0297442380974164,92.8924030668097,90.96510200000002,89.03780093319033,97.71775133761787,93.03316278571427,88.34857423381067,101.79558781269485,94.89496576190474,87.99434371111464,57.04238380473646,36.168434037731224,90.68,2.1471409999999906,0.023678220114689008
31,2012-10-17,92.695717,93.255714,92.0,92.087143,83.202446,97259400,0,2.0958552955150913,2.051891738940107,2.0135578027207433,93.18015313691261,91.0965302857143,89.01290743451598,96.70346855419281,92.65857092857141,88.61367330295,101.06288362100159,94.50516980952379,87.947455998046,72.40194622794048,52.45631153419928,92.827141,-0.7399979999999999,-0.007971784889938549
32,2012-10-18,91.370003,91.722855,90.0,90.377144,81.657455,119156100,0,2.1603474970751972,2.106333214857201,2.0639278561920147,93.17138694841341,91.03102000000001,88.89065305158661,96.22615437735972,92.30693814285712,88.38772190835452,100.27445861355869,94.0326527142857,87.79084681501271,66.72652321301229,65.39028441522974,92.087143,-1.7099989999999963,-0.018569356636463308
33,2012-10-19,90.150002,90.252853,87.08857,87.120003,78.714554,186021500,1,2.4602085290155595,2.2986309909010703,2.218885478980145,93.79613038504215,90.39693885714287,86.9977473292436,96.38414857628061,91.8013262142857,87.21850385229078,99.77113268874804,93.42816309523808,87.08519350172811,34.20584071335761,57.77810338477013,90.377144,-3.2571410000000043,-0.036039432713209085
34,2012-10-22,87.488571,90.76857,87.251427,90.575714,81.836838,136682700,0,2.603752112326342,2.3407364904377324,2.224417827260876,93.87339018195539,90.51795957142859,87.1625289609018,95.89129100493336,91.52295899999999,87.15462699506661,98.6986152331081,92.97877538095237,87.25893552879664,29.142265858605203,43.35820992832503,87.120003,3.455711000000008,0.0396661028581462
35,2012-10-23,90.14286,90.557144,87.385712,87.622856,79.168869,176786400,1,2.82708435916016,2.5068317675619394,2.3632477476455356,94.1116582044083,90.18428585714287,86.25691350987744,94.99164007191823,90.93020407142855,86.86876807093887,98.00813606997164,92.45204052380952,86.89594497764739,21.90567195014955,28.41792617403745,90.575714,-2.952858000000006,-0.032600990592246415
36,2012-10-24,88.777145,89.507141,87.234283,88.118568,79.616783,139631800,0,2.7780573267977138,2.498914438951463,2.36087539606721,93.96404462535742,89.818367,85.67268937464257,93.93665101639431,90.42030599999998,86.90396098360566,97.64725645505084,92.06625799999999,86.48525954494914,29.144312865497366,26.730750224750704,87.622856,0.4957119999999975,0.005657336711325511
37,2012-10-25,88.571426,88.85714,86.507141,87.077141,78.675812,164081400,0,2.795207102230579,2.5409406035358613,2.4038560096181225,92.68591892402416,88.99693842857143,85.30795793311869,93.52152880668672,89.98102021428569,86.44051162188467,97.488394546894,91.68775466666666,85.88711478643933,14.754943050795413,21.934975955480777,88.118568,-1.0414269999999988,-0.011818473945241603
38,2012-10-26,87.061432,87.714287,84.428574,86.285713,77.960747,254608200,0,2.9618595768998968,2.6530822098036464,2.4917160823071898,91.26731510134103,88.16816271428571,85.0690103272304,93.57549898062761,89.6323465,85.68919401937238,96.82148495618623,91.16176819047618,85.50205142476614,21.631278060461977,21.843511325584917,87.077141,-0.7914279999999962,-0.009088814709706572
39,2012-10-31,84.982857,85.994286,83.957146,85.045715,76.840401,127500800,1,2.9668979331412118,2.695068907995795,2.5380448817656482,90.57943271107052,87.40652999999999,84.23362728892945,93.74217735928374,89.21877499999998,84.69537264071622,96.58462083922808,90.67346876190474,84.7623166845814,19.72056708612495,18.702262732460778,86.285713,-1.239998,-0.0143708379624794
40,2012-11-01,85.459999,86.14286,84.881432,85.220001,76.997864,90324500,0,2.749311893738753,2.6031746176849717,2.482727942970974,90.66464108042413,87.13510114285714,83.60556120529014,93.5247659357934,88.76601999999998,84.00727406420657,96.3703295990536,90.24591785714284,84.12150611523208,22.8466903562083,21.399511834265073,85.045715,0.17428599999999506,0.0020493213561669776
41,2012-11-02,85.127144,85.278572,82.10714,82.400002,74.449928,149843400,1,2.987034209750158,2.774875336419238,2.6287012512996033,89.57945006528799,85.96714228571427,82.35483450614056,93.97524479848586,88.2425509285714,82.50985705865695,96.34249373235808,89.67102009523808,82.99954645811808,14.528778544893429,19.032011995742224,85.220001,-2.8199989999999957,-0.03309081162766003
42,2012-11-05,83.360001,83.96714,82.514282,83.517143,75.45929,132283900,0,2.794128744057268,2.676234414804982,2.5593910344107416,89.05976751384928,85.38061185714285,81.70145620043643,93.91070340867958,87.78244885714284,81.6541943056061,95.62899485181869,89.08033999999999,82.5316851481813,17.413130892852063,18.262866597984594,82.400002,1.1171410000000037,0.013557536078700583
43,2012-11-06,84.318573,84.391426,82.870003,83.264282,75.230835,93729300,0,2.6632723145099555,2.6231374423946163,2.5319281906530535,87.83170466396565,84.68714242857142,81.54258019317719,93.56678060235716,87.2527547142857,80.93872882621424,94.893313444151,88.50925147619047,82.12518950822994,19.385910856557107,17.109273431434193,83.517143,-0.25286100000001,-0.0030276538554486754
44,2012-11-07,81.977142,82.077141,79.39286,79.714287,72.35231,198412200,0,3.07827045613703,2.891146659881105,2.7500154021238323,87.67632131445382,83.63530614285715,79.59429097126048,92.92795192081894,86.31612228571427,79.7042926506096,94.90807753928871,87.86578219047618,80.82348684166365,19.526972584952173,18.775338111453777,83.264282,-3.5499949999999956,-0.042635268265448945
45,2012-11-08,80.089996,80.318573,76.470001,76.821426,69.726601,264036500,1,3.453556615134893,3.143571681108024,2.956248380612927,87.89882303972922,82.28326514285713,76.66770724598504,92.65549437161577,85.22571392857141,77.79593348552704,95.48235923348606,87.1826527142857,78.88294619508532,12.474655388228868,17.12917960991271,79.714287,-2.8928609999999964,-0.03629037038241334
46,2012-11-09,77.202858,79.26857,76.245712,78.151428,70.933784,232478400,0,3.4623783086460116,3.1456361237818995,2.9517482296874777,87.04721219395967,81.298367,75.54952180604033,92.02499185755613,84.35244849999997,76.6799051424438,95.54634389471374,86.57863899999998,77.61093410528622,10.715594463600494,14.239074145593841,76.821426,1.3300019999999932,0.01731290434520183
47,2012-11-12,79.164284,79.214287,76.949997,77.547142,70.385323,128950500,1,3.4080059595628454,3.152272768060439,2.9721372795838104,85.44591898410529,80.20224428571429,74.95856958732328,91.91739337014118,83.66867271428568,75.41995205843017,95.3693371088815,85.91142809523807,76.45351908159464,14.453923411803816,12.54805775454439,78.151428,-0.6042860000000019,-0.007732245148482808
48,2012-11-13,76.987144,78.639999,76.622856,77.557144,70.394394,133237300,0,3.292320880751207,3.1125077562880676,2.9540917678942633,84.68916439426053,79.51040742857143,74.33165046288232,90.58884304904173,82.73877485714281,74.8887066652439,95.26295411213451,85.33183642857139,75.40071874500828,20.62040774026232,15.26330853855554,77.547142,0.010002000000000066,0.00012897960830082766
49,2012-11-14,77.928574,78.207146,76.597145,76.697144,69.613815,119292600,0,3.1535130804419325,3.072533722770095,2.94492775664179,82.82231637631146,78.53612185714285,74.24992733797423,89.88306674176395,81.9583668571428,74.03366697252166,95.05195764475246,84.70033985714282,74.34872206953318,16.516601793100747,17.196977648388955,77.557144,-0.8599999999999994,-0.01108859810515972
50,2012-11-15,76.790001,77.071426,74.660004,75.08857,68.153778,197477700,1,3.2196927689512553,3.1435747886434093,3.0177017965742676,80.0010626807544,77.368163,74.73526331924559,88.90024288947282,81.02765271428565,73.15506253909848,94.71603628448335,83.95789080952376,73.19974533456417,14.290757415905356,17.14258898308947,76.697144,-1.6085739999999902,-0.02097306256931797
51,2012-11-16,75.028572,75.714287,72.25,75.382858,68.420891,316723400,1,3.4054757328806975,3.235894503812901,3.0816194766744385,78.87248986748287,76.74938742857141,74.62628498965995,87.79725048867786,80.19234678571422,72.58744308275058,93.71021467863281,83.12721066666661,72.54420665470042,21.789286167032333,17.53221512534614,75.08857,0.29428799999999455,0.003919211672295697
